CustomerID,CustomerStatus,Country,Units,Spent,Order_Count
13827-UK,Return,United Kingdom,141,412.05,3
13828-UK,One time,United Kingdom,311,209.49,1
13831-UK,Return,United Kingdom,745,2202.99,6
13832-UK,One time,United Kingdom,28,52.2,1
13833-UK,One time,United Kingdom,118,384.8,1
13835-UK,Return,United Kingdom,442,834.57,4
13837-UK,New,United Kingdom,183,271.24,2
13838-UK,Return,United Kingdom,263,691.73,4
13841-UK,One time,United Kingdom,100,85,1
13842-UK,Regular,United Kingdom,1768,3385.62,9
13844-UK,One time,United Kingdom,196,361.62,1
13845-UK,One time,United Kingdom,182,312.98,1
13846-UK,Return,United Kingdom,388,865.06,3
13848-UK,Return,United Kingdom,3700,1255,3
13849-UK,New,United Kingdom,1016,1537.95,2
13850-UK,One time,United Kingdom,944,1595.48,1
13851-UK,Return,United Kingdom,1705,2651.46,3
13853-UK,One time,United Kingdom,312,1090.14,1
13854-UK,Regular,United Kingdom,2296,8109.52,25
13856-UK,Return,United Kingdom,494,388.5,3
13858-UK,One time,United Kingdom,75,216.17,1
13859-UK,One time,United Kingdom,129,201.16,1
13860-UK,Regular,United Kingdom,591,1245.9,5
13862-UK,Regular,United Kingdom,1688,2209.36,8
13863-UK,One time,United Kingdom,224,305.78,1
13865-UK,Return,United Kingdom,204,501.56,4
13866-UK,One time,United Kingdom,57,145.67,1
13867-UK,Return,United Kingdom,513,1015.29,3
13868-UK,New,United Kingdom,1964,3192.54,2
13869-UK,Return,United Kingdom,1721,3104.95,4
13870-UK,Regular,United Kingdom,1325,2770.94,8
13871-UK,Regular,United Kingdom,2806,6403.25,13
13873-UK,Return,United Kingdom,140,389.6,3
13874-UK,One time,United Kingdom,180,540.45,1
13875-UK,Regular,United Kingdom,1316,1786.79,5
13876-UK,One time,United Kingdom,36,122.7,1
13877-UK,One time,United Kingdom,108,117.24,1
13878-UK,One time,United Kingdom,475,1281.53,1
13880-UK,Regular,United Kingdom,1842,3219.77,13
13881-UK,Regular,United Kingdom,10118,17159.52,20
13882-UK,Regular,United Kingdom,953,1191.13,5
13883-UK,Return,United Kingdom,1436,2674.48,5
13884-UK,Return,United Kingdom,300,787.6,5
13885-UK,New,United Kingdom,182,506.8,2
13886-UK,One time,United Kingdom,126,243.56,1
13887-UK,One time,United Kingdom,147,349.55,1
13888-UK,New,United Kingdom,258,605.63,2
13889-UK,One time,United Kingdom,146,416.9,1
13890-UK,Regular,United Kingdom,831,1883.81,10
13892-UK,Return,United Kingdom,983,632.97,4
13893-UK,One time,United Kingdom,190,821.1,1
13894-UK,Return,United Kingdom,354,564.62,3
13895-UK,Regular,United Kingdom,1365,2593.07,4
13897-UK,One time,United Kingdom,200,311.16,1
13898-UK,One time,United Kingdom,133,155.93,1
13899-UK,New,United Kingdom,156,388.52,2
13900-UK,Return,United Kingdom,430,740.95,3
13901-UK,Regular,United Kingdom,1739,2867.2,5
13904-UK,New,United Kingdom,332,332.64,2
13908-UK,Return,United Kingdom,1478,2369.55,4
13911-UK,Regular,United Kingdom,2731,2580.91,9
13914-UK,New,United Kingdom,380,626.45,2
13917-UK,New,United Kingdom,228,272.04,2
13918-UK,New,United Kingdom,1140,1212.84,2
13919-DEN,New,Denmark,474,384.81,2
13922-UK,One time,United Kingdom,93,172.25,1
13923-UK,One time,United Kingdom,185,351.13,1
13924-UK,Regular,United Kingdom,1575,1838.85,6
13925-UK,Regular,United Kingdom,331,678.25,4
13926-UK,One time,United Kingdom,104,223.85,1
13927-UK,One time,United Kingdom,214,348.99,1
13928-UK,Return,United Kingdom,129,464.57,4
13929-UK,New,United Kingdom,143,842.65,2
13930-UK,New,United Kingdom,274,337.34,2
13931-UK,New,United Kingdom,725,1237.53,2
13932-UK,One time,United Kingdom,72,307.4,1
13933-UK,New,United Kingdom,205,608.79,2
13934-UK,One time,United Kingdom,390,922.1,1
13936-UK,One time,United Kingdom,330,376.58,1
13937-UK,One time,United Kingdom,123,158.85,1
13938-UK,One time,United Kingdom,70,71.66,1
13939-UK,Return,United Kingdom,847,568.55,3
13940-UK,Regular,United Kingdom,516,839.14,4
13941-UK,Return,United Kingdom,2364,5112.96,5
13946-UK,Return,United Kingdom,443,561.57,3
13947-UK,One time,United Kingdom,44,90.6,1
13948-UK,One time,United Kingdom,40,102,1
13949-UK,Regular,United Kingdom,2474,2427.32,6
13950-UK,Return,United Kingdom,323,745.06,4
13951-UK,Return,United Kingdom,459,674.45,3
13952-UK,New,United Kingdom,1431,3251.07,2
13953-UK,Return,United Kingdom,2724,3515.68,7
13954-UK,New,United Kingdom,150,439.92,2
13955-UK,New,United Kingdom,154,322.96,2
13956-UK,Return,United Kingdom,491,1026.42,5
13959-UK,Return,United Kingdom,357,598.2,3
13960-UK,New,United Kingdom,142,230.22,2
13962-UK,New,United Kingdom,87,169.55,2
13963-UK,Regular,United Kingdom,460,664.54,4
13967-UK,One time,United Kingdom,42,80.7,1
13969-UK,Regular,United Kingdom,4542,9053.94,18
13971-UK,Regular,United Kingdom,1844,2758.26,8
13972-UK,New,United Kingdom,187,190.25,2
13973-UK,One time,United Kingdom,109,264.7,1
13974-UK,One time,United Kingdom,249,413.59,1
13975-UK,Return,United Kingdom,1732,2526.28,6
13976-UK,One time,United Kingdom,154,357.98,1
13978-UK,New,United Kingdom,315,196.79,2
13979-UK,One time,United Kingdom,639,869.87,1
13980-UK,One time,United Kingdom,172,200.14,1
13982-UK,Return,United Kingdom,1136,1871.81,4
13983-UK,Regular,United Kingdom,1183,2603.43,12
13984-UK,Return,United Kingdom,679,920.51,5
13985-UK,Regular,United Kingdom,3447,7060.13,15
13986-UK,One time,United Kingdom,430,320.46,1
13988-UK,Regular,United Kingdom,3044,4147.96,6
13989-UK,New,United Kingdom,1313,1266.08,2
13990-UK,One time,United Kingdom,190,311.3,1
13991-UK,Regular,United Kingdom,998,855.97,6
13992-UK,One time,United Kingdom,64,76.8,1
13993-UK,Regular,United Kingdom,900,3466.36,9
13994-UK,Regular,United Kingdom,940,2313.14,6
13995-UK,Regular,United Kingdom,879,1393.69,5
13999-UK,Regular,United Kingdom,2243,3901.81,12
14000-UK,One time,United Kingdom,710,635.66,1
14001-UK,Return,United Kingdom,962,2043.08,3
14002-UK,New,United Kingdom,877,529.73,2
14004-UK,Regular,United Kingdom,2668,4582.64,7
14005-UK,Regular,United Kingdom,2478,2874.72,5
14006-UK,Return,United Kingdom,641,962.19,3
14009-UK,New,United Kingdom,365,695.61,2
14012-UK,One time,United Kingdom,160,328.8,1
14013-UK,Return,United Kingdom,462,473.02,3
14014-UK,One time,United Kingdom,1076,505.18,1
14015-UK,One time,United Kingdom,378,917.34,1
14016-IRE,Return,Ireland,2125,4341.21,4
14019-UK,Return,United Kingdom,1037,1421.61,3
14020-UK,New,United Kingdom,441,642.8,2
14021-UK,Return,United Kingdom,192,631.9,3
14022-UK,One time,United Kingdom,487,440,1
14023-UK,New,United Kingdom,345,584.07,2
14024-UK,New,United Kingdom,150,327.7,2
14027-UK,One time,United Kingdom,62,104.82,1
14029-UK,New,United Kingdom,198,467.66,2
14030-UK,Return,United Kingdom,1479,2360.09,8
14031-UK,Regular,United Kingdom,5788,17286.86,19
14032-UK,Regular,United Kingdom,2032,2975.59,11
14034-UK,Return,United Kingdom,423,651.82,3
14035-UK,Regular,United Kingdom,739,1428.02,5
14036-UK,One time,United Kingdom,268,626.65,1
14037-UK,New,United Kingdom,46,147.2,2
14038-UK,Return,United Kingdom,965,1560.38,3
14039-UK,One time,United Kingdom,92,152.2,1
14040-UK,Regular,United Kingdom,1554,3614.92,12
14041-UK,One time,United Kingdom,94,141.41,1
14044-UK,Return,United Kingdom,308,652.82,4
14045-UK,Return,United Kingdom,535,1659.75,4
14046-UK,One time,United Kingdom,460,154.99,1
14047-UK,Return,United Kingdom,381,1308.61,5
14048-UK,One time,United Kingdom,288,409.93,1
14049-UK,Return,United Kingdom,3870,5681.72,4
14050-UK,New,United Kingdom,689,746.36,2
14051-UK,Regular,United Kingdom,3756,15610.39,23
14052-UK,One time,United Kingdom,89,225.36,1
14053-UK,New,United Kingdom,215,260.25,2
14054-UK,One time,United Kingdom,62,92.46,1
14055-UK,One time,United Kingdom,216,725.64,1
14056-UK,Regular,United Kingdom,4273,8214.65,23
14057-UK,Regular,United Kingdom,4876,6217.96,17
14059-UK,One time,United Kingdom,128,183.6,1
14060-UK,Regular,United Kingdom,5386,6140.42,19
14062-UK,Regular,United Kingdom,5593,10464.85,12
14064-UK,Return,United Kingdom,1788,1353.74,5
14066-UK,One time,United Kingdom,45,152.55,1
14067-UK,New,United Kingdom,361,374.7,2
14068-UK,One time,United Kingdom,73,265.85,1
14071-UK,Regular,United Kingdom,995,1438.82,8
14073-UK,One time,United Kingdom,130,151.04,1
14075-UK,Return,United Kingdom,754,942.26,3
14076-UK,One time,United Kingdom,81,122.47,1
14077-UK,Regular,United Kingdom,268,499.42,5
14078-UK,Regular,United Kingdom,310,1049.37,6
14079-UK,One time,United Kingdom,301,375.1,1
14080-UK,One time,United Kingdom,48,45.6,1
14081-UK,New,United Kingdom,596,934.52,2
14082-UK,One time,United Kingdom,110,182.25,1
14083-UK,Return,United Kingdom,732,1018.43,9
14085-UK,Regular,United Kingdom,3184,4448.54,18
14087-UK,One time,United Kingdom,251,194.42,1
14088-UK,Regular,United Kingdom,12665,50491.81,13
14089-UK,One time,United Kingdom,134,161,1
14090-UK,One time,United Kingdom,72,76.32,1
14092-UK,Regular,United Kingdom,2066,4076.91,14
14093-UK,One time,United Kingdom,406,442.85,1
14096-UK,Regular,United Kingdom,16352,65164.79,17
14098-UK,One time,United Kingdom,104,147.35,1
14099-UK,Regular,United Kingdom,2179,3104.17,11
14100-UK,One time,United Kingdom,64,194.9,1
14101-UK,Regular,United Kingdom,6942,5976.79,6
14102-UK,Regular,United Kingdom,961,1360.28,5
14104-UK,New,United Kingdom,72,216.21,2
14105-UK,One time,United Kingdom,800,1266.23,1
14107-UK,Regular,United Kingdom,1793,2703.23,7
14108-UK,New,United Kingdom,381,597.91,2
14109-UK,One time,United Kingdom,88,144.2,1
14110-UK,Regular,United Kingdom,2457,5683.15,12
14111-UK,Return,United Kingdom,458,692.85,4
14112-UK,Return,United Kingdom,1651,2915.15,7
14113-UK,Return,United Kingdom,745,1840.42,4
14114-UK,New,United Kingdom,101,386.53,2
14116-UK,Regular,United Kingdom,707,1382.74,5
14117-UK,One time,United Kingdom,72,90,1
14121-UK,Regular,United Kingdom,2082,2780.15,4
14124-UK,One time,United Kingdom,1618,419.58,1
14125-UK,Return,United Kingdom,1640,2740.43,3
14126-UK,Return,United Kingdom,508,706.13,3
14127-UK,Return,United Kingdom,321,709.71,3
14128-UK,New,United Kingdom,564,637.5,2
14129-UK,Return,United Kingdom,592,1123.86,5
14130-UK,One time,United Kingdom,258,483.86,1
14132-UK,Regular,United Kingdom,3368,3586.03,11
14133-UK,Return,United Kingdom,348,605.64,3
14135-UK,Regular,United Kingdom,3850,4690.31,15
14138-UK,New,United Kingdom,610,982.38,2
14139-UK,One time,United Kingdom,510,415.82,1
14140-UK,New,United Kingdom,811,935.05,2
14141-UK,Regular,United Kingdom,355,915.13,4
14142-UK,One time,United Kingdom,313,311.81,1
14143-UK,One time,United Kingdom,30,115.8,1
14145-UK,Return,United Kingdom,756,3742.2,4
14146-UK,Return,United Kingdom,2437,4191,5
14147-UK,New,United Kingdom,108,483.4,2
14148-UK,One time,United Kingdom,16,157.2,1
14149-UK,One time,United Kingdom,218,446.62,1
14150-UK,New,United Kingdom,496,658.64,2
14152-UK,New,United Kingdom,711,621.29,2
14154-UK,New,United Kingdom,465,1345.62,2
14155-UK,One time,United Kingdom,25,118.75,1
14156-IRE,Regular,Ireland,57885,117379.63,55
14157-UK,New,United Kingdom,284,432.88,2
14158-UK,One time,United Kingdom,781,507.66,1
14159-UK,Regular,United Kingdom,4408,4693.01,11
14161-UK,Return,United Kingdom,455,1110.52,3
14162-UK,New,United Kingdom,142,289.36,2
14163-UK,Return,United Kingdom,893,2445.91,4
14164-UK,New,United Kingdom,1033,1631.77,2
14165-UK,One time,United Kingdom,54,122.54,1
14167-UK,Return,United Kingdom,150,574.84,4
14171-UK,One time,United Kingdom,167,363.79,1
14173-UK,Return,United Kingdom,150,450.84,4
14174-UK,One time,United Kingdom,94,134.46,1
14175-UK,Return,United Kingdom,1515,3222.3,3
14176-UK,Regular,United Kingdom,209,576.9,4
14177-UK,Return,United Kingdom,205,559.41,4
14178-UK,Regular,United Kingdom,1505,1620.93,7
14179-UK,New,United Kingdom,330,719.78,2
14180-UK,Regular,United Kingdom,719,4748.52,25
14184-UK,One time,United Kingdom,127,452.89,1
14185-UK,One time,United Kingdom,6,197.65,1
14188-UK,Regular,United Kingdom,1162,2054.36,6
14189-UK,Regular,United Kingdom,3937,4654.08,15
14191-UK,Regular,United Kingdom,3662,4684.76,13
14193-UK,New,United Kingdom,445,853.39,2
14194-UK,Regular,United Kingdom,5840,11349.52,21
14195-UK,New,United Kingdom,760,1012,2
14196-UK,One time,United Kingdom,142,335.52,1
14198-UK,Return,United Kingdom,290,701.4,4
14199-UK,One time,United Kingdom,28,185.4,1
14201-UK,Regular,United Kingdom,590,747.44,7
14204-UK,One time,United Kingdom,82,161.03,1
14205-UK,New,United Kingdom,204,466.7,2
14206-UK,One time,United Kingdom,276,328.16,1
14208-UK,One time,United Kingdom,114,151.74,1
14209-UK,Return,United Kingdom,691,2073.43,6
14210-UK,Regular,United Kingdom,760,1905.84,6
14211-UK,Regular,United Kingdom,1242,2241.1,9
14212-UK,One time,United Kingdom,1152,1070.48,1
14214-UK,Regular,United Kingdom,751,1004.38,5
14215-UK,Return,United Kingdom,1358,1789.72,6
14216-UK,Return,United Kingdom,594,1839.3,4
14217-UK,Regular,United Kingdom,689,2004.98,17
14218-UK,One time,United Kingdom,160,169.48,1
14219-UK,One time,United Kingdom,78,89.94,1
14220-UK,New,United Kingdom,272,632.4,2
14221-UK,Regular,United Kingdom,2191,3432.8,9
14222-UK,One time,United Kingdom,607,683.17,1
14223-UK,Return,United Kingdom,585,991.13,3
14224-UK,Return,United Kingdom,514,1050.12,4
14226-UK,Return,United Kingdom,1308,2232.19,5
14227-UK,Return,United Kingdom,1820,3350.96,10
14229-UK,Return,United Kingdom,610,1547.2,3
14231-UK,Return,United Kingdom,409,925.71,3
14232-UK,Regular,United Kingdom,1941,2048.07,5
14233-UK,Return,United Kingdom,680,1462.72,4
14234-UK,Return,United Kingdom,963,775.46,4
14235-UK,Return,United Kingdom,1959,3144.86,5
14236-UK,New,United Kingdom,310,490.86,2
14237-UK,One time,United Kingdom,38,161,1
14238-UK,One time,United Kingdom,111,146.85,1
14239-UK,Regular,United Kingdom,993,2380.85,11
14240-UK,New,United Kingdom,418,890.34,2
14241-UK,One time,United Kingdom,146,213.7,1
14242-UK,New,United Kingdom,123,280.55,2
14243-UK,Regular,United Kingdom,1221,2588.77,10
14245-UK,New,United Kingdom,976,1693.45,2
14246-UK,Return,United Kingdom,804,1474.06,3
14247-UK,One time,United Kingdom,47,136.77,1
14248-UK,One time,United Kingdom,102,302.58,1
14250-UK,Return,United Kingdom,1200,1904.05,3
14251-UK,Regular,United Kingdom,1674,2879.7,5
14256-UK,New,United Kingdom,414,969.06,2
14257-UK,Regular,United Kingdom,1682,3099.72,5
14258-UK,Regular,United Kingdom,7100,12669.98,9
14259-UK,One time,United Kingdom,68,120,1
14261-UK,New,United Kingdom,406,1163.45,2
14262-UK,Regular,United Kingdom,1645,2618.23,8
14264-UK,New,United Kingdom,70,333.97,2
14267-UK,Return,United Kingdom,530,1516.24,3
14270-UK,One time,United Kingdom,197,492.65,1
14271-UK,One time,United Kingdom,88,112.32,1
14272-UK,New,United Kingdom,599,437.96,2
14273-UK,Return,United Kingdom,264,559.97,4
14276-UK,Return,United Kingdom,744,1119.74,3
14277-FRAN,Return,France,1984,4216.2,3
14280-UK,One time,United Kingdom,52,134.04,1
14282-UK,Regular,United Kingdom,2668,3729.34,15
14284-UK,New,United Kingdom,161,595.25,2
14285-UK,Return,United Kingdom,541,1910.01,4
14286-UK,Return,United Kingdom,4338,4628.75,3
14287-UK,Return,United Kingdom,261,176.63,3
14288-UK,One time,United Kingdom,188,426.6,1
14289-UK,Regular,United Kingdom,292,911.26,6
14290-UK,Regular,United Kingdom,915,2314.65,5
14291-UK,Return,United Kingdom,2749,3883.25,11
14292-UK,Return,United Kingdom,1663,4871.93,9
14293-UK,Return,United Kingdom,709,1046.56,4
14295-UK,One time,United Kingdom,84,166.2,1
14297-UK,Return,United Kingdom,865,1305.33,4
14298-UK,Regular,United Kingdom,58343,51527.3,44
14299-UK,Regular,United Kingdom,2149,3965.62,9
14300-UK,One time,United Kingdom,32,43.2,1
14301-UK,One time,United Kingdom,606,640.14,1
14304-UK,One time,United Kingdom,139,383.45,1
14305-UK,Regular,United Kingdom,1089,1858.96,3
14306-UK,New,United Kingdom,1075,2093.32,2
14307-UK,Return,United Kingdom,2058,2995.72,6
14309-UK,Return,United Kingdom,1633,2352.53,9
14311-UK,One time,United Kingdom,146,310.26,1
14312-UK,Regular,United Kingdom,1012,1611.59,6
14314-UK,One time,United Kingdom,296,120,1
14315-UK,Regular,United Kingdom,1021,2481.13,6
14317-UK,One time,United Kingdom,255,508.58,1
14320-UK,New,United Kingdom,325,477.79,2
14321-UK,Return,United Kingdom,2406,1530.75,5
14323-UK,New,United Kingdom,350,605.06,2
14326-UK,One time,United Kingdom,103,183.85,1
14327-UK,One time,United Kingdom,139,311.65,1
14329-UK,Return,United Kingdom,3095,5014.84,7
14331-UK,New,United Kingdom,252,462.66,2
14332-UK,Return,United Kingdom,481,866.31,3
14333-UK,One time,United Kingdom,58,415.2,1
14334-UK,Regular,United Kingdom,1731,2552.21,8
14335-GER,New,Germany,379,468.26,2
14336-UK,Return,United Kingdom,1759,1614.91,4
14338-UK,New,United Kingdom,335,588.22,2
14339-UK,One time,United Kingdom,168,309.52,1
14340-UK,One time,United Kingdom,58,134.7,1
14341-UK,Return,United Kingdom,1403,2182.28,8
14342-UK,Return,United Kingdom,347,668.56,4
14344-UK,Return,United Kingdom,477,889.93,8
14345-UK,One time,United Kingdom,50,108.98,1
14346-UK,New,United Kingdom,605,1021.58,2
14348-UK,One time,United Kingdom,183,409.57,1
14349-UK,One time,United Kingdom,86,133.5,1
14350-UK,One time,United Kingdom,183,282.93,1
14351-UK,One time,United Kingdom,12,51,1
14352-UK,Return,United Kingdom,538,1078.96,4
14353-UK,One time,United Kingdom,64,90.6,1
14354-UK,New,United Kingdom,210,163.62,2
14355-UK,One time,United Kingdom,92,174.4,1
14356-UK,New,United Kingdom,277,701.23,2
14357-UK,One time,United Kingdom,148,225.77,1
14359-UK,Regular,United Kingdom,371,912.18,3
14360-UK,Regular,United Kingdom,1151,2128.23,4
14362-UK,One time,United Kingdom,100,161.2,1
14364-UK,Regular,United Kingdom,1967,3717.35,8
14367-UK,Regular,United Kingdom,4438,9261.52,16
14368-UK,One time,United Kingdom,36,155,1
14371-UK,One time,United Kingdom,34,100.5,1
14373-UK,One time,United Kingdom,17,76.55,1
14375-UK,One time,United Kingdom,194,257.68,1
14377-UK,New,United Kingdom,219,617.05,2
14379-UK,New,United Kingdom,292,348.1,2
14381-UK,One time,United Kingdom,146,202.68,1
14382-UK,One time,United Kingdom,1237,626.07,1
14383-UK,Return,United Kingdom,817,1247.69,3
14385-UK,Return,United Kingdom,159,202.11,3
14386-UK,One time,United Kingdom,54,142.4,1
14387-UK,Return,United Kingdom,819,1770.56,3
14388-UK,Regular,United Kingdom,1941,3212.84,8
14389-UK,New,United Kingdom,729,1043.46,2
14390-UK,Regular,United Kingdom,2136,4652.82,9
14393-UK,One time,United Kingdom,13,67.95,1
14395-UK,Regular,United Kingdom,1693,3507.71,9
14396-UK,New,United Kingdom,225,487.99,2
14397-UK,Regular,United Kingdom,1890,2612.96,19
14400-UK,One time,United Kingdom,454,574.7,1
14401-UK,Regular,United Kingdom,4507,4051.48,13
14403-UK,Regular,United Kingdom,519,1475.81,4
14404-UK,Return,United Kingdom,839,1474.32,6
14406-UK,One time,United Kingdom,77,156.75,1
14407-UK,Return,United Kingdom,1415,2157.73,6
14408-UK,Regular,United Kingdom,1616,2606.53,7
14409-UK,Regular,United Kingdom,1230,2059.45,6
14410-UK,Regular,United Kingdom,573,1105.07,9
14411-UK,One time,United Kingdom,196,1063,1
14412-UK,New,United Kingdom,786,770.03,2
14413-UK,One time,United Kingdom,68,122.7,1
14414-UK,Regular,United Kingdom,2512,1496.98,7
14415-UK,Regular,United Kingdom,3011,5900.28,13
14416-UK,New,United Kingdom,326,490.22,2
14418-UK,Return,United Kingdom,1711,1937.25,3
14419-UK,Regular,United Kingdom,487,1058.06,6
14420-UK,One time,United Kingdom,334,387.52,1
14421-UK,New,United Kingdom,365,813.11,2
14422-UK,Regular,United Kingdom,2906,4263.64,6
14423-UK,One time,United Kingdom,120,265.2,1
14424-UK,One time,United Kingdom,48,322.08,1
14426-UK,Return,United Kingdom,2699,4481.67,10
14427-UK,New,United Kingdom,228,363.34,2
14428-UK,Return,United Kingdom,436,1244.83,5
14431-UK,One time,United Kingdom,130,470.36,1
14432-UK,Regular,United Kingdom,2070,2255.51,6
14434-UK,Regular,United Kingdom,368,1372.8,6
14436-UK,One time,United Kingdom,129,89.06,1
14437-UK,One time,United Kingdom,60,63,1
14438-UK,One time,United Kingdom,82,131.9,1
14439-GRC,One time,Greece,526,2661.24,1
14440-UK,Regular,United Kingdom,588,2357.68,5
14441-UK,Return,United Kingdom,446,1712.89,4
14442-CHI,New,Channel Islands,482,1589.82,2
14443-UK,Return,United Kingdom,938,1420.2,4
14446-UK,Return,United Kingdom,933,1039.58,4
14447-UK,Return,United Kingdom,571,1163.23,5
14448-UK,New,United Kingdom,104,375.35,2
14449-UK,Return,United Kingdom,757,907.1,4
14450-UK,Return,United Kingdom,241,483.25,3
14451-UK,New,United Kingdom,389,662.59,2
14452-UK,New,United Kingdom,119,264.44,2
14453-UK,One time,United Kingdom,49,119.93,1
14456-UK,Regular,United Kingdom,2908,3062.4,9
14457-UK,One time,United Kingdom,88,113.64,1
14459-UK,One time,United Kingdom,760,1837.92,1
14460-UK,Return,United Kingdom,881,434.34,3
14461-UK,Return,United Kingdom,766,2103.06,3
14462-UK,Regular,United Kingdom,964,2004.02,11
14463-UK,Return,United Kingdom,179,529.62,3
14465-UK,Return,United Kingdom,405,1058.62,3
14466-UK,Regular,United Kingdom,1006,2272.4,7
14467-UK,Return,United Kingdom,278,598.76,4
14470-UK,New,United Kingdom,193,461.19,2
14472-UK,Regular,United Kingdom,1160,1936.84,8
14473-UK,New,United Kingdom,88,234.34,2
14474-UK,One time,United Kingdom,140,547.66,1
14475-UK,Return,United Kingdom,447,925.85,3
14476-UK,One time,United Kingdom,132,215.7,1
14477-UK,Return,United Kingdom,720,1309.6,4
14479-UK,New,United Kingdom,117,316.25,2
14480-UK,One time,United Kingdom,143,279.05,1
14481-UK,New,United Kingdom,489,636.51,2
14482-UK,Regular,United Kingdom,1646,2068.15,6
14483-UK,One time,United Kingdom,97,137.1,1
14484-UK,One time,United Kingdom,210,321.92,1
14485-UK,One time,United Kingdom,71,165.75,1
14487-UK,Regular,United Kingdom,735,1196.33,6
14488-UK,One time,United Kingdom,799,1064.28,1
14489-UK,One time,United Kingdom,299,463.38,1
14491-UK,New,United Kingdom,139,340.93,2
14493-UK,Regular,United Kingdom,1285,2383.24,5
14494-UK,One time,United Kingdom,92,139.56,1
14495-UK,New,United Kingdom,62,123.8,2
14496-UK,New,United Kingdom,159,538.81,2
14497-UK,One time,United Kingdom,235,475.37,1
14498-UK,Regular,United Kingdom,1098,1957.32,5
14499-UK,Return,United Kingdom,501,815.32,3
14500-UK,Return,United Kingdom,117,356.85,3
14501-UK,New,United Kingdom,161,251.21,2
14502-UK,Regular,United Kingdom,1498,2470.67,11
14503-UK,Return,United Kingdom,2004,3543.26,6
14504-UK,Return,United Kingdom,308,673.26,4
14505-UK,Return,United Kingdom,2759,5905.64,8
14506-UK,Return,United Kingdom,730,2012.17,5
14507-UK,Return,United Kingdom,600,1383.18,6
14508-UK,New,United Kingdom,131,276.42,2
14511-UK,Regular,United Kingdom,784,1314.81,5
14512-UK,New,United Kingdom,122,275.28,2
14513-UK,Return,United Kingdom,361,455.59,3
14514-UK,Return,United Kingdom,589,1055.35,3
14515-UK,Regular,United Kingdom,1134,2102.09,6
14517-UK,New,United Kingdom,91,330.45,2
14518-UK,One time,United Kingdom,278,174.37,1
14520-UK,New,United Kingdom,146,270.6,2
14522-UK,Return,United Kingdom,525,974.54,4
14523-UK,One time,United Kingdom,251,241.09,1
14524-UK,Return,United Kingdom,676,1867.68,9
14525-UK,Regular,United Kingdom,2696,4332.2,9
14527-UK,Regular,United Kingdom,2089,8508.82,55
14528-UK,One time,United Kingdom,278,364.22,1
14529-UK,Regular,United Kingdom,348,620.04,3
14530-UK,Regular,United Kingdom,1410,2925.91,6
14532-UK,Regular,United Kingdom,284,932.85,4
14533-UK,Regular,United Kingdom,4019,1949.72,7
14534-UK,Regular,United Kingdom,2047,4447.05,18
14535-UK,Return,United Kingdom,1831,2864.19,3
14536-UK,One time,United Kingdom,40,171.8,1
14537-UK,One time,United Kingdom,120,355.56,1
14538-UK,New,United Kingdom,155,388.25,2
14539-UK,New,United Kingdom,428,537.48,2
14540-UK,Return,United Kingdom,421,996.26,3
14541-UK,Regular,United Kingdom,647,1461.65,8
14542-UK,One time,United Kingdom,19,103.25,1
14543-UK,Regular,United Kingdom,679,3630.33,16
14544-UK,New,United Kingdom,1543,2024.45,2
14546-UK,Regular,United Kingdom,1317,2578.09,5
14547-UK,Regular,United Kingdom,2668,4007.54,8
14548-UK,New,United Kingdom,256,652.8,2
14549-UK,One time,United Kingdom,136,289.24,1
14550-UK,New,United Kingdom,394,765.62,2
14551-UK,New,United Kingdom,106,186.23,2
14552-UK,One time,United Kingdom,91,165.07,1
14553-UK,Return,United Kingdom,493,859.27,5
14554-UK,Return,United Kingdom,1478,2381.04,4
14555-UK,New,United Kingdom,130,324.14,2
14557-UK,One time,United Kingdom,510,788.38,1
14560-UK,Regular,United Kingdom,1260,2237.77,22
14561-UK,Return,United Kingdom,1014,1080.76,3
14562-UK,Regular,United Kingdom,1834,5074.77,18
14565-UK,Return,United Kingdom,1540,3099.12,4
14566-CHI,One time,Channel Islands,800,1432,1
14567-UK,New,United Kingdom,412,1530.36,2
14569-UK,One time,United Kingdom,79,227.39,1
14570-UK,New,United Kingdom,95,218.06,2
14572-UK,Return,United Kingdom,1428,2832.84,7
14573-UK,Regular,United Kingdom,544,1653.42,9
14576-UK,One time,United Kingdom,12,35.4,1
14577-UK,Return,United Kingdom,353,859.71,4
14578-UK,One time,United Kingdom,240,168.63,1
14581-UK,One time,United Kingdom,217,138.6,1
14582-UK,One time,United Kingdom,73,114.11,1
14583-UK,Regular,United Kingdom,792,1052.55,5
14584-UK,Return,United Kingdom,383,1042.26,4
14585-UK,One time,United Kingdom,91,157.05,1
14586-UK,One time,United Kingdom,444,237.36,1
14587-UK,Regular,United Kingdom,761,1601.14,9
14589-UK,One time,United Kingdom,5,39.75,1
14591-UK,Return,United Kingdom,1297,1447.14,4
14592-UK,Return,United Kingdom,415,570.46,3
14593-UK,Return,United Kingdom,332,617.99,3
14594-UK,New,United Kingdom,185,379.83,2
14595-UK,Regular,United Kingdom,978,1740.6,6
14597-UK,New,United Kingdom,577,883.15,2
14598-UK,One time,United Kingdom,189,221.97,1
14600-UK,One time,United Kingdom,125,393.33,1
14601-UK,One time,United Kingdom,168,213.96,1
14603-UK,One time,United Kingdom,400,660,1
14606-UK,Regular,United Kingdom,6224,12156.65,93
